bank,state,branchname,branchaddress
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 6,8 AZIKORO ROAD
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 7,YENAGOA MBIAMA ROAD EPIE
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 8,186 MBIAMA ROAD ONUPA YENAGOA
UNITED BANK FOR AFRICA PLC,BAYELSA,South 2 9,"72, EFFUNRUN SAPELE ROAD"
UNITED BANK FOR AFRICA PLC,OYO,West 1 1,5 OBAFEMI AWOLOWO WAY DUGBE
UNITED BANK FOR AFRICA PLC,OYO,West 1 10,OYAN
UNITED BANK FOR AFRICA PLC,OYO,West 1 11,OKE APAKE OGBOMOSO
UNITED BANK FOR AFRICA PLC,OYO,West 1 12,IREE
UNITED BANK FOR AFRICA PLC,OYO,West 1 13,IWO RD 1
UNITED BANK FOR AFRICA PLC,OYO,West 1 14,"ODO ARO QUARTERS, OYO"
UNITED BANK FOR AFRICA PLC,OYO,West 1 15,NEW-GBAGI
UNITED BANK FOR AFRICA PLC,OYO,West 1 16,81/83 IWO ROAD IBADAN
UNITED BANK FOR AFRICA PLC,OSUN,West 1 17,"LAUTECH ,OGBOMOSHO"
UNITED BANK FOR AFRICA PLC,OSUN,West 1 18,OAU ILE-IFE
UNITED BANK FOR AFRICA PLC,OSUN,West 1 19,"BESIDE SAKI WEST LG, SAKI"
UNITED BANK FOR AFRICA PLC,OSUN,West 1 2,OSOGBO 2
UNITED BANK FOR AFRICA PLC,OSUN,West 1 20,"73 OLUWOLE AREA,BESIDE ISEYIN L/GVT SEC.,ISEYIN"
UNITED BANK FOR AFRICA PLC,OYO,West 1 21,Bodija
UNITED BANK FOR AFRICA PLC,OSUN,West 1 22,ILESA
UNITED BANK FOR AFRICA PLC,OYO,West 1 3,61 Iwo Road Iwo Road Ibadan
UNITED BANK FOR AFRICA PLC,OYO,West 1 4,NNPC APATA
UNITED BANK FOR AFRICA PLC,OYO,West 1 5,CHALLENGE
UNITED BANK FOR AFRICA PLC,OYO,West 1 6,UCH
UNITED BANK FOR AFRICA PLC,OSUN,West 1 7,OSOGBO 1
UNITED BANK FOR AFRICA PLC,OYO,West 1 8,5LEBANON DUGBE
UNITED BANK FOR AFRICA PLC,OYO,West 1 9,MOLETE
UNITED BANK FOR AFRICA PLC,ONDO,West 2 1,ADO/OWO ROAD OPP FIRE BRIGDE AKURE
UNITED BANK FOR AFRICA PLC,ONDO,West 2 10,FUTA – AKURE -ILESA WAY
UNITED BANK FOR AFRICA PLC,EKITI,West 2 11,EKITI STATE UNIVERSITY
UNITED BANK FOR AFRICA PLC,EKITI,West 2 12,"OTUN JUNCTION,OYE EKITI"
UNITED BANK FOR AFRICA PLC,ONDO,West 2 13,ADEYEMI COE
UNITED BANK FOR AFRICA PLC,ONDO,West 2 14,"176,ARAKALE ROAD AKURE"
UNITED BANK FOR AFRICA PLC,EKITI,West 2 2,ADO EKITI 1
UNITED BANK FOR AFRICA PLC,ONDO,West 2 3,OKITIPUPA ROAD ORE
UNITED BANK FOR AFRICA PLC,ONDO,West 2 4,"ALAGBAKA, AKURE"
UNITED BANK FOR AFRICA PLC,ONDO,West 2 5,ILARAMOKIN
UNITED BANK FOR AFRICA PLC,ONDO,West 2 6,AGBOGBOOKE YABA ONDO
UNITED BANK FOR AFRICA PLC,ONDO,West 2 7,UBA OKITIPUPA
UNITED BANK FOR AFRICA PLC,EKITI,West 2 8,58 AYEGUNLE STREET AGBADO -EKITI
UNITED BANK FOR AFRICA PLC,EKITI,West 2 9,"72 AJILOSUN STR, ADO EKITI"
UNITED BANK FOR AFRICA PLC,OGUN,West 3 1,"67,TINUBU STREET ITA EKO"
UNITED BANK FOR AFRICA PLC,OGUN,West 3 10,"FEDERAL POLY.,ILARO"
UNITED BANK FOR AFRICA PLC,OGUN,West 3 11,IBAFO
UNITED BANK FOR AFRICA PLC,OGUN,West 3 12,"85 ALAGBOLE, AKUTE"
UNITED BANK FOR AFRICA PLC,OGUN,West 3 13,otta3
UNITED BANK FOR AFRICA PLC,OGUN,West 3 14,Federal College Of Education Osiele
UNITED BANK FOR AFRICA PLC,OGUN,West 3 15,Idi-iroko Border
UNITED BANK FOR AFRICA PLC,OGUN,West 3 2,"191,AKARIGBO STREET,SABO SAGAMU"
UNITED BANK FOR AFRICA PLC,OGUN,West 3 3,Babcock
UNITED BANK FOR AFRICA PLC,OGUN,West 3 4,"91,IDI IROKO ,OTA"
UNITED BANK FOR AFRICA PLC,OGUN,West 3 5,ABEOKUTA 1
UNITED BANK FOR AFRICA PLC,OGUN,West 3 6,IJEBU ODE
UNITED BANK FOR AFRICA PLC,OGUN,West 3 7,AGBARA
UNITED BANK FOR AFRICA PLC,OGUN,West 3 8,REDEMPTION CAMP
UNITED BANK FOR AFRICA PLC,OGUN,West 3 9,CANAANLAND
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 13,NASS Complex 3 Arms Zone Maitama
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 14,NASS Senate
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 15,NASS Senate
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 16,NASS Complex 3 Arms Zone Maitama
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 1,Abuja – 18 Adetokunbo Ademola Wuse Ii
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 1,"AbujaWuse – 52, Adetokunbo Ademola Wuse Ii"
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 10,Imani Estate-Maitama Abuja
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 11,"NNPC Towers,Abuja"
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 12,Silverbird Galleria Abuja
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 2,"MaitamaPrestige – Maitama,Uba-Prestige Bank"
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 2,Mabushi – Fed Min Of Works  Mabushi Abj
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 3,WAEC – Waec B.O.
UNITED BANK FOR AFRICA PLC,NIGER,Wuse 3,Suleja – 2 Suleiman Barau Rd Suleja
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 4,Gwagwalada – 63 Old Gwagwalada Layout Abuja
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 5,sanniAbacha – Sanni Abacha Barrack Abuja
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 6,Area8GarkiAbuja – Area 8 Garki Abuja
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 7,Ap Plaza Adetokubo Ademola Wuse
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 8,Plot 701 Usuma Maitama Abuja
UNITED BANK FOR AFRICA PLC,FCT ABUJA,Wuse 9,GCB-Ahoada Cl Off Emeka Any St
UNITED BANK FOR AFRICA PLC,GOMBE,Yola 12,ASHAKA CEMENT MAIN GATE GOMBE
UNITED BANK FOR AFRICA PLC,TARABA,Yola 13,Nguoroje
UNITED BANK FOR AFRICA PLC,TARABA,Yola 14,Serti Business office
UNITED BANK FOR AFRICA PLC,TARABA,Yola 15,34 BARDE WAY TURAKI WARD JALINGO
UNITED BANK FOR AFRICA PLC,GOMBE,Yola 1,"8, New Mkt Rd Off Biu Rd, Gombe, Nigeria"
UNITED BANK FOR AFRICA PLC,TARABA,Yola 10,NO 1 USSA ROAD TAKUM
UNITED BANK FOR AFRICA PLC,TARABA,Yola 11,FED UNIVERSITY WUKARI PREMISES
UNITED BANK FOR AFRICA PLC,TARABA,Yola 2,134 HAMMARUWA WAY JALINGO
UNITED BANK FOR AFRICA PLC,ADAMAWA,Yola 3,42 GALADIMA AMINU WAY YOLA
UNITED BANK FOR AFRICA PLC,ADAMAWA,Yola 4,36 GALADIMA AMINU WAY YOLA
UNITED BANK FOR AFRICA PLC,TARABA,Yola 5,2 AHMADU BELLO WAY SARDAUNA TARABA
UNITED BANK FOR AFRICA PLC,GOMBE,Yola 6,BIU ROAD GOMBE
UNITED BANK FOR AFRICA PLC,ADAMAWA,Yola 7,"56 AHMADU BELLO WAY, MUBI"
UNITED BANK FOR AFRICA PLC,TARABA,Yola 8,25 HAMMARUWA WAY JALINGO
UNITED BANK FOR AFRICA PLC,TARABA,Yola 9,JALINGO WUKARI ROAD MUTUM BIYU
UNITY BANK PLC,Abia,FACTORY ROAD,7 FACTORY ROAD ABA
UNITY BANK PLC,Abia,FAULKS ROAD,"185 FAULKS ROAD, ABA"
UNITY BANK PLC,Abia,UMUAHIA,"2 CLUB ROAD UMUAHIA,ABIA"
UNITY BANK PLC,FCT ABUJA,GWAGWALADA,SECRETERIAT ROAD GWAGWALADA FCT
UNITY BANK PLC,FCT ABUJA,KWALI,SECRETARIAT ROAD KWALI ABUJA
UNITY BANK PLC,FCT ABUJA,MAITAMA,11 IMANI EST SHEHU SHAGARI WAY MAITAMA ABUJA
UNITY BANK PLC,FCT ABUJA,BWARI,44 SHAGARI ROAD OPPOSITE JAMB HEADQUARTERS BWARI
UNITY BANK PLC,FCT ABUJA,EVARIST HOUSE,EVARIST HOUSE PLOT 1529 NOUAKCHOTT STREET WUSE ZONE I
UNITY BANK PLC,FCT ABUJA,NASS,NATIONAL ASSEMBLY COMPLEX THE THREE-ARMS ZONE GARKI-ABUJA
UNITY BANK PLC,FCT ABUJA,HAFSAT PLAZA,HAFSAT PLAZA PLOT 472 CONSTIUTION AVENUE CENTRAL AREA ABUJA
UNITY BANK PLC,FCT ABUJA,WUSE ZONE 5,4 ALGIES STREET COPPER HOUSE PLAZA WUSE ZONE 5
UNITY BANK PLC,FCT ABUJA,BANNEX,BANEX PLAZA PLOT 750 AMINU KANO CRESCENT WUSE II ABUJA
UNITY BANK PLC,FCT ABUJA,KUBWA,2 GBAZANGO OFF GADO NASKO STREET KUBWA ABUJA
UNITY BANK PLC,FCT ABUJA,GARKI AREA 3,11 FASKARI STREET AREA 3 GARKI ABUJA
UNITY BANK PLC,FCT ABUJA,CBD,PLOT 785 HERBERT MACAULAY WAY C.B.D. ABUJA
UNITY BANK PLC,FCT ABUJA,KARU,5 CADASTRAL ZONE 09/06 KARU ABUJA
UNITY BANK PLC,FCT ABUJA,JABI,SABON DALE SHOPPING COMPLEX NO. 219 OBAFEMI AWOLOWO STREET JABI DISTRICT ABUJA
UNITY BANK PLC,FCT ABUJA,WUSE II,515 ADETOKUNBO ADEMOLA WAY WUSE II ABUJA
UNITY BANK PLC,FCT ABUJA,WUSE ZONE 3,35 ASWAN STREET WUSE ZONE 3 ABUJA
UNITY BANK PLC,FCT ABUJA,GWARIMPA,ANAFARA PLAZA 1ST AVENUE GWARIMPA ABUJA
UNITY BANK PLC,Adamawa,YOLA,1 BANK ROAD BEKAJI YOLA
UNITY BANK PLC,Adamawa,MUBI,AHMADU BELLO WAY MUBI
UNITY BANK PLC,Adamawa,NUMAN,PLOT 24/26 YOLA ROAD NUMAN
UNITY BANK PLC,Adamawa,GANYE,MBULO ROAD OPPOSITE AP FILLING STATION GANYE
UNITY BANK PLC,Adamawa,HONG,5 MAJALISA ROAD OPPOSITE FIRST BANK PLC CLOSE TO DISTRICT HEAD PALACE HONG TOWN
UNITY BANK PLC,Akwa Ibom,IKOT EKPENE,164 IKOT EPKENE ROAD UYO
UNITY BANK PLC,Akwa Ibom,AKA ROAD,"26B AKA ROAD UYO, AKWA IBOM"
UNITY BANK PLC,Anambra,NIGER HOUSE,1B BRIGHT STREET OPPOSITE DE-YOUNG SHOPPING COMPLEX ONITSHA
UNITY BANK PLC,Anambra,SGBN BUILDING,38 NEW MARKET ROAD NKPOR
UNITY BANK PLC,Anambra,NEW MARKET ROAD ONTISHA,33 NEW MARKET ROAD ONITSHA
UNITY BANK PLC,Anambra,AWKA,37 ZIK AVENUE AWKA
UNITY BANK PLC,Bauchi,COMMERCIAL ROAD,AHMED ABDULKADIR ROAD BAUCHI
UNITY BANK PLC,Bauchi,AZARE,JAMA'ARE ROAD AZARE BAUCHI
UNITY BANK PLC,Bauchi,KIRFI,ALKALERI BRANCH
UNITY BANK PLC,Bauchi,MURTALA MOHAMMED WAY,560 MURTALA MOHAMMED WAY BAUCHI
UNITY BANK PLC,Bauchi,ALKALERI,GOMBE ROAD ALKALERI TOWN BAUCHI
UNITY BANK PLC,Bayelsa,yenagoa552 CHIEF MELFOROAD OKILO WAY EBIS JUNCTION BIOGBOLO YENAGOA.,
UNITY BANK PLC,Benue,GBOKO,42 J S TARKA WAY GBOKO
UNITY BANK PLC,Benue,OTUKPO,63 AHMADU BELLO WAY OTUKPO
UNITY BANK PLC,Benue,UGBOKOLO,OLD OTUKPO ROAD UGBOKOLO
UNITY BANK PLC,Benue,"BANK ROAD, MAKURDI",35 BANK ROAD MAKURDI
UNITY BANK PLC,Benue,APA,1 MARKET ROAD UGBOKPO APA
UNITY BANK PLC,Benue,ZAKI BIAM,Y- JUNCTION ZAKI BIAM BENUE
UNITY BANK PLC,Borno,KIRKASAMA RD,10 KIRKISAMA ROAD MAIDUGURI
UNITY BANK PLC,Borno,BAMA ROAD,11 BAMA ROAD MAIDUGURI
UNITY BANK PLC,Borno,LAKE CHAD ROAD,LAKE CHAD ROAD MAIDUGURI
UNITY BANK PLC,Borno,BAGA ROAD,4 BAGA ROAD MAIDUGURI
UNITY BANK PLC,Borno,MONDAY MARKET,ALI MONGUNO ROAD MONDAY MARKET MAIDUGURI.
UNITY BANK PLC,Cross River,CALABAR,84 NDIDEM USANG ISO ROAD OPP MARIAN MARKET CALABAR
UNITY BANK PLC,Delta,ABRAKA,DELTA STATE UNIVERSITY ROAD ABRAKA
UNITY BANK PLC,Delta,AGBOR,OLD LAGOS-ASABA ROAD AGBOR
UNITY BANK PLC,Delta,ASABA,69 DENNIS OSADEBE ROAD ASABA
UNITY BANK PLC,Delta,EFFURUN,29 EFFURUN/SAPELE ROAD EFFURUN WARRI
UNITY BANK PLC,Delta,KWALE,109 UMUSADEGE ROAD
UNITY BANK PLC,Delta,OLEH,6 I.D.C ROAD OLEH
UNITY BANK PLC,Delta,SAPELE,2 COURT ROAD SAPELE
UNITY BANK PLC,Delta,UGHELLI,2 POST OFFICE ROAD UGHELLI
UNITY BANK PLC,Delta,WARRI,10 WARRI-SAPELE ROAD
UNITY BANK PLC,Delta,OZORRO,URUDE ROAD OZORO
UNITY BANK PLC,Ebonyi,ABAKALIKI,30B OGOJA ROAD ALONG SAM EGWU WAY ABAKPA ABAKALIKI
UNITY BANK PLC,Edo,AFUZE,26 AUCHI AFUZE ROAD AFUZE
UNITY BANK PLC,Edo,AUCHI,"1 OTARU ROAD, AUCHI."
UNITY BANK PLC,Edo,MISSION ROAD,"69 MISSION ROAD, BENIN"
UNITY BANK PLC,Edo,NEW BENIN,98 NEW LAGOS ROAD NEW BENIN BENIN CITY
UNITY BANK PLC,Edo,UROMI,15 MARKET ROAD UROMI
UNITY BANK PLC,Edo,IGARRA,292 MOMODU AJAYI ROAD IGARRA
UNITY BANK PLC,Edo,UNIBEN,"UGBOWO CAMPUS BESIDE BURSARY DEPARTMENT UNIVERSITY OF BENIN, BENIN CITY"
UNITY BANK PLC,Edo,RING ROAD,KINGS SQUARE BY AIR PORT ROAD RING ROAD BENIN CITY
UNITY BANK PLC,Ekiti,OTUN EKITI,AMUTUTU STREET ALONG AYETORO ROAD OTUN EKITI
UNITY BANK PLC,Ekiti,ADO EKITI,158 OPOPOGBORO STREET ADO-EKITI
UNITY BANK PLC,Enugu,ENUGU,46 OGUI ROAD ENUGU
UNITY BANK PLC,Gombe,GOMBE COMMERCIAL AREA,COMMERCIAL AREA GOMBE
UNITY BANK PLC,Gombe,BILLIRI,3 YOLA ROAD BILLIRI TOWN
UNITY BANK PLC,Gombe,BIU ROAD,PLOT 9 GOMBE/BIU ROAD GOMBE
UNITY BANK PLC,Gombe,TUDUN HATSI,TUDUN HATSI GRAIN MARKET EMIRS PALACE ROAD GOMBE STATE
UNITY BANK PLC,Imo,OWERRI,23 WETHERAL ROAD OWERRI
UNITY BANK PLC,Jigawa,NEW ROAD DUSTE,NEW ROAD DUTSE ADJACENT TO INVESTMENT HOUSE DUSTE
UNITY BANK PLC,Jigawa,BIRNINKUDU TOWN,1 MAIDUGURI ROAD BIRNIN-KUDU TOWN JIGAWA
UNITY BANK PLC,Jigawa,KIYAWA ROAD,SANI ABACHA WAY OPPOSITE PHCN DUTSE
UNITY BANK PLC,Jigawa,KAZAURE,14 KANTI DAURA ROAD KAZAURE JIGAWA
UNITY BANK PLC,Jigawa,MAIGATARI,CHIROMA AHMADU STREET MAIGATARI
UNITY BANK PLC,Jigawa,KAFIN HAUSA,KAFIN HAUSA BY MAIN MARKET OPPOSITE OLD MOTOR PARK KAFIN HAUSA LGA
UNITY BANK PLC,Jigawa,ABUBAKAR MAJE ROAD,7 MAJE ROAD HADEIJA
UNITY BANK PLC,Jigawa,JAHUN,448 KAFIN HAUSA ROAD JAHUN
UNITY BANK PLC,Jigawa,GUMEL,NO 2 UNGUWAR YADI GUMEL
UNITY BANK PLC,Jigawa,RINGIM,"SABON GIDA, RINGIM TOWN, JIGAWA STATE"
UNITY BANK PLC,Kaduna,"SOKOTO ROAD ZARIA,","NO 1 SOKOTO ROAD, ZARIA"
UNITY BANK PLC,Kaduna,YAKUBU GOWON WAY,"PLOT 1B YAKUBU GOWON WAY, KADUNA"
UNITY BANK PLC,Kaduna,KACHIA ROAD,7 KACHIA ROAD KADUNA
UNITY BANK PLC,Kaduna,MAIN STREET ZARIA,1A MAIN STREET ZARIA
UNITY BANK PLC,Kaduna,PAMBEGUA,"KADUNA - JOS ROAD, NEAR UBE PRIMARY EDUCATION, PAMBEGUA."
UNITY BANK PLC,Kaduna,IKARA,"7, SECRETARIAT ROAD, IKARA"
UNITY BANK PLC,Kaduna,BAKORI HOUSE,"A3, AHMADU BELLO WAY, BAKORI HOUSE, KADUNA"
UNITY BANK PLC,Kaduna,ABUBAKAR GUMI MARKET 1,"BROAD CASTING ROAD, KADUNA"
UNITY BANK PLC,Kaduna,KAFANCHAN,"12, KAGORO ROAD, KAFANCHAN"
UNITY BANK PLC,Kaduna,INDEPENDENCE WAY KADUNA,"134/136, OPPOSITE RANCHERS BEES STADIUM INDEPENDENCE WAY, KADUNA"
UNITY BANK PLC,Kaduna,"JUNCTION ROAD, KADUNA","NO.175BZ, JUNCTION ROAD, KADUNA"
UNITY BANK PLC,Kaduna,BIRNIN GWARI,"NO. 30, LAGOS ROAD BIRNIN GWARI"
UNITY BANK PLC,Kaduna,KADUNA REFINERY,"NNPC/KRPC STAFF COOPERATIVE PLAZA BUILDING, KADUNA REFINERY AND PETROCHEMICAL COMPANY COMPLEX, NNPC DEPOT, KACHIA ROAD, KADUNA"
UNITY BANK PLC,Kano,KANO CITY,"2, DURUMIN IYA QTRS, BESIDE PHCN KANO CITY SERVICE STATION"
UNITY BANK PLC,Kano,NASSARAWA,"2, ZARIA ROAD, KANO."
UNITY BANK PLC,Kano,SHARADA,"SHARADA IND EST, PHASE 1, KANO"
UNITY BANK PLC,Kano,DANBATTA,"KAZAURE ROAD, DANBATTA"
UNITY BANK PLC,Kano,WUDIL,"2, ALU DAN DARMAN STREET, GAYA ROAD"
UNITY BANK PLC,Kano,TAKAI,"2A ALBASU ROAD, TAKAIæKANO"
UNITY BANK PLC,Kano,DAWANUA GRAIN MARKET,"DAWANAU GRAIN MARKET, KATSINA ROAD, DAWAKIN TOFA LOCAL GOVT. KANO"
UNITY BANK PLC,Kano,HOTORO,"458, BASHIR MAITAMA SULE STREET, HOTORO (OPPOSITE RIMI HOLDING LIMITED, MAIDUGURI ROAD), KANO."
UNITY BANK PLC,Kano,TUDUN-WADA DOGUWA,"TUDUN WADA DOGWA, JOS ROAD, KANO"
UNITY BANK PLC,Kano,SANI ABACHA WAY,"5A, SANI ABACHA WAY, KANO"
UNITY BANK PLC,Kano,CHIROMAWA TOLL GATE,"CHIROMAWA TOLL GATE, KANO-ZARIA ROAD"
UNITY BANK PLC,Kano,ZOO ROAD,"1 ZOO ROAD BY NEW COURT ROAD, KANO"
UNITY BANK PLC,Kano,BELLO ROAD,"10E BELLO ROAD, KANO"
UNITY BANK PLC,Kano,DAWAKIN KUDU,"DAWAKIN KUDU UNGUWAR NAIBI, KOFAR AREWA, DAWAKIN KUDU"
UNITY BANK PLC,Kano,IBB WAY,"4 IBB WAY, KANTIN KWARI"
UNITY BANK PLC,Kano,KOFAR RUWA MARKET,"KOFAR RUWA MARKET, OPPOSITE BANK PHB, KANO"
UNITY BANK PLC,Kano,ELDORADO,"ELDORADO BY AIRPORT ROAD, KANO."
UNITY BANK PLC,Kano,BOMPAI,"18B MURTALA MOHAMMED WAY, BOMPAI"
UNITY BANK PLC,Kano,TAL'UDU,"311 AMINU KANO WAY, OPPOSITE JAGORA BOOKSHOP, TALUDU."
UNITY BANK PLC,Kano,GWARZO,"ADJACENT TO HONEYWELL FILLING STATION, KANO-GWARZO ROAD."
UNITY BANK PLC,Katsina,KATSINA,"210, IBB WAY, PMB 2002, KATSINA"
UNITY BANK PLC,Katsina,FUTUA,"NO 41 GUSAU ROAD FUNTUA, KATSINA"
UNITY BANK PLC,Katsina,DAURA,"KONGOLON ROAD, DAURA"
UNITY BANK PLC,Katsina,DUTSIN-MA,"10, HOSPITAL ROAD, DUTSIN-MA"
UNITY BANK PLC,Katsina,KIPDECO BUILDING,61 IBB WAY KIPDECO BUILDING KATSINA
UNITY BANK PLC,Katsina,KATSINA CENTRAL MARKET,"KATSINA CENTRAL MARKET, KATSINA"
UNITY BANK PLC,Katsina,MUSAWA,"MUSAWA TOWN, ADJACENT MUSAWA MARKET, KATSINA"
UNITY BANK PLC,Kebbi,BIRNIN KEBBI,"3, AHMADU BELLO WAY, BIRNIN KEBBI"
UNITY BANK PLC,Kebbi,WASAGU,"DANKO/WASAGU LOCAL GOVERNMENT, KEBBI"
UNITY BANK PLC,Kebbi,JEGA,"3, SOKOTO ROAD, JEGA BIRNIN KEBBI"
UNITY BANK PLC,Kebbi,YAURI,"35, SOKOTO-KONTAGORA ROAD, YAURI, KEBBI"
UNITY BANK PLC,Kogi,AJAOKUTA,"GEREGU CAMP, AJAOKUTA"
UNITY BANK PLC,Kogi,LOKOJA,"MURTALA MOHAMMED WAY,LOKOJA."
UNITY BANK PLC,Kogi,OKENE,"6, HOSPITAL ROAD, OKENE"
UNITY BANK PLC,Kogi,ANKPA,"ANYIGBA ROAD, ANKPA"
UNITY BANK PLC,Kogi,KABBA,ILUPA QUARTERS IYARA-KABBA
UNITY BANK PLC,Kwara,"MURTALA MOHAMMED WAY, ILORIN","147, MURTALA MOHAMMED WAY, ILORIN"
UNITY BANK PLC,Kwara,OFFA,"IBRAHIM TAIWO ROAD, OPPOSITE OFFA CLUB, PMP 424, OFFA"
UNITY BANK PLC,Kwara,NEW MARKET ROAD ILORIN,"1, NEW MARKET ROAD BABOOKO ILORIN"
UNITY BANK PLC,Lagos,CREEK ROAD,"PLOT 18, CREEK ROAD, APAPA"
UNITY BANK PLC,Lagos,BURMA ROAD,"44 BURMA ROAD, APAPA"
UNITY BANK PLC,Lagos,TINCAN PORT,"BEHIND TINCAN PORT ADMIN BLOCK, TINCAN, APAPA,"
UNITY BANK PLC,Lagos,ORILE COKER,"PLOT 3, BLOCK C, L.S.D.P.C. INDUSTRIAL SCHEME, LAGOS-BADAGRY EXPESSWAY, ORILE-COKER"
UNITY BANK PLC,Lagos,ALABA INTERNATIONAL,"A65, OJO-IGEDE ROAD, ALABA INTERNATIONAL MARKET, ALABA"
UNITY BANK PLC,Lagos,IDDO,"8, TAYLOR ROAD OFF G.CAPPA BUSTOP, IDDO"
UNITY BANK PLC,Lagos,SURULERE,"53, BODE THOMAS STREET, SURULERE"
UNITY BANK PLC,Lagos,ASPAMDA,"BTC 6 NEW GATE, ASPAMDA MARKET, TRADE FAIR COMPLEX, LAGOS - BADAGRY EXPRESS WAY"
UNITY BANK PLC,Lagos,FESTAC,"HOUSE 26, SECOND AVENUE, FESTAC TOWN, AMUWO ODOFIN"
UNITY BANK PLC,Lagos,OBA AKRAN,"42, OBA AKRAN AVENUE, IKEJA"
UNITY BANK PLC,Lagos,YABA COMMERCIAL AVENUE,"32A, COMMERCIAL AVENUE, SABO YABA"
UNITY BANK PLC,Lagos,ALLEN,"95, ALLEN AVENUE, IKEJA"
UNITY BANK PLC,Lagos,OPEBI,"37, OPEBI ROAD, IKEJA"
UNITY BANK PLC,Lagos,IDI ORO,"94, AGEGE MOTOR ROAD, IDI ORO, MUSHIN"
UNITY BANK PLC,Lagos,ABULE EGBA,"LAGOS STATE ABATTOIR COMPLEX, OKO-OBA, AGEGE. LAGOS"
UNITY BANK PLC,Lagos,MILE 12,"565, IKORODU ROAD, KOSOFE, MILE 12"
UNITY BANK PLC,Lagos,OREGUN ROAD,"100, KUDIRAT ABIOLA WAY, OREGUN ROAD, IKEJA"
UNITY BANK PLC,Lagos,MUSHIN,"87, LADIPO STREET, MUSHIN"
UNITY BANK PLC,Lagos,IKORODU,"32, LAGOS ROAD, IKORODU"
UNITY BANK PLC,Lagos,HEAD OFFICE ANNEX,"PLOT 290A, AKIN OLUGBADE STREET, VICTORIA ISLAND"
UNITY BANK PLC,Lagos,ADEOLA ODEKU,"19, ADEOLA ODEKU STREET, VICTORIA ISLAND"
UNITY BANK PLC,Lagos,HEAD OFFICE,"42 AHMED ONIBUDO STREET, VICTORIA ISLAND"
UNITY BANK PLC,Lagos,BROAD STREET,"114, BROAD STREET, LAGOS ISLAND"
UNITY BANK PLC,Lagos,TIAMIYU SAVAGE,"PLOT 1397A, TIAMIYU SAVAGE STREET, VICTORIA ISLAND"
UNITY BANK PLC,Lagos,MARINA,"2/4, DAVIES STREET, OFF MARINA ROAD, LAGOS ISLAND"
UNITY BANK PLC,Lagos,EBUTE ERO,"110, ALAKORO STREET, EBUTE-ERO, LAGOS ISLAND"
UNITY BANK PLC,Lagos,AWOLOWO ROAD IKOYI,"128 AWOLOWO ROAD, IKOYI"
UNITY BANK PLC,Lagos,LEKKI EXPRESSWAY,"1 PRINCE IBRAHIM ODOFIN STREET, LEKKI EXPRESSWAY, LEKKI"
UNITY BANK PLC,Lagos,ADETOKUNBO ADEMOLA 2,"PLOT 1704, ADETOKUNBO ADEMOLA ST., VICTORIA ISLAND"
UNITY BANK PLC,Lagos,SANUSI FAFUNWA ROAD,"PLOT 1683, SANUSI FAFUNWA STREET, VICTORIA ISLAND"
UNITY BANK PLC,Nassarawa,KEFFI,"2, ABUBAKAR BURGA WAY, KEFFI"
UNITY BANK PLC,Nassarawa,MARARABA,"2, BABA STREET, KEFFI ROAD, MARARABA"
UNITY BANK PLC,Nassarawa,LAFIA,"OPPOSITE DEPUTY GOVERNOR'S OFFICE, SHENDAM ROAD, LAFIA"
UNITY BANK PLC,Niger,BOSSO ROAD,"3, COMMERCIAL COMPLEX, BOSSO ROAD, MINNA"
UNITY BANK PLC,Niger,SULEJA,"USMAN FAROUK ROAD, BY POLICE 'A' DIVISION, SULEJA"
UNITY BANK PLC,Niger,PAIKO ROAD,"77, ABDULSALAM ABUBAKAR WAY, MINNA"
UNITY BANK PLC,Niger,DAWAKI ROAD,"DAWAKI ROAD, AFTER SHUAIBU NAIBI PRIMARY SCHOOL, SULEJA"
UNITY BANK PLC,Niger,BIDA,"48, BCC ROAD, BIDA"
UNITY BANK PLC,Niger,ZUNGERU,"OLD KONTAGORA ROAD, ZUNGERU"
UNITY BANK PLC,Niger,KONTAGORA,"BOKANE ESTATE, LAGOS-KADUNA ROAD, KONTAGORA"
